,id,title,thumbnail.alt_text,date_start,date_end,date_display,artist_display,place_of_origin,dimensions,medium_display,credit_line,department_title,artist_title,classification_title
1052,111363,"Flying Raven: ex libris, from The Raven (Le Corbeau)",A work made of transfer lithograph in black on ivory parchment paper.,1875.0,1875.0,1875,"Édouard Manet (French, 1832-1883)
written by Edgar Allan Poe (American, 1809-1849)
translated and produced by Stéphane Mallarmé (French, 1842-1898)
printed by Lefman et Cie. (French, 19th century)
published by Richard Lesclide (French, 1825-1892)",France,63 × 240 mm (image); 254 × 289 mm (sheet),Transfer lithograph in black on ivory parchment paper,Prints and Drawings Purchase Fund,Prints and Drawings,Édouard Manet,gillotage
1053,111364,"Under the Lamp (""Once upon a midnight dreary...""), from The Raven (Le Corbeau)",A work made of transfer lithograph in black on gray china paper.,1875.0,1875.0,1875,"Édouard Manet (French, 1832-1883)
written by Edgar Allan Poe (American, 1809-1849)
translated and produced by Stéphane Mallarmé (French, 1842-1898)
printed by Lefman et Cie. (French, 19th century)
published by Richard Lesclide (French, 1825-1892)",France,273 × 380 mm (image); 395 × 556 mm (sheet),Transfer lithograph in black on gray China paper,Prints and Drawings Purchase Fund,Prints and Drawings,Édouard Manet,relief etching
1054,111365,"The Raven on the Bust of Pallas (""Perched upon a bust of Pallas...""), from The Raven (Le Corbeau)",A work made of transfer lithograph in black on gray china paper.,1875.0,1875.0,1875,"Édouard Manet (French, 1832-1883)
written by Edgar Allan Poe (American, 1809-1849)
translated and produced by Stéphane Mallarmé (French, 1842-1898)
printed by Lefman et Cie. (French, 19th century)
published by Richard Lesclide (French, 1825-1892)",France,482 × 320 mm (image); 551 × 394 mm (sheet),Transfer lithograph in black on gray China paper,Prints and Drawings Purchase Fund,Prints and Drawings,Édouard Manet,gillotage
1055,111366,"At the window (""Open here I flung the shutter...""), from The Raven (Le Corbeau)",A work made of transfer lithograph in black on gray china paper.,1875.0,1875.0,1875,"Édouard Manet (French, 1832-1883)
written by Edgar Allan Poe (American, 1809-1849)
translated and produced by Stéphane Mallarmé (French, 1842-1898)
printed by Lefman et Cie. (French, 19th century)
published by Richard Lesclide (French, 1825-1892)",France,387 × 315 mm (image); 551 × 390 mm (sheet),Transfer lithograph in black on gray China paper,Prints and Drawings Purchase Fund,Prints and Drawings,Édouard Manet,relief etching
1056,111367,"The Chair (""That shadow that lies floating on the floor...""), from The Raven (Le Corbeau)",A work made of transfer lithograph in black on gray china paper.,1875.0,1875.0,1875,"Édouard Manet (French, 1832-1883)
written by Edgar Allan Poe (American, 1809-1849)
translated and produced by Stéphane Mallarmé (French, 1842-1898)
printed by Lefman et Cie. (French, 19th century)
published by Richard Lesclide (French, 1825-1892)",France,299 × 279 mm (image); 549 × 390 mm (sheet),Transfer lithograph in black on gray China paper,Prints and Drawings Purchase Fund,Prints and Drawings,Édouard Manet,relief etching
1057,111908,The Little Gypsies,A work made of etching and drypoint in warm black on ivory laid paper.,1861.0,1862.0,1861/62,"Édouard Manet
French, 1832-1883",France,197 × 139 mm (image/plate); 368 × 268 mm (sheet),Etching and drypoint in warm black on ivory laid paper,William McCallin McKee Memorial Endowment,Prints and Drawings,Édouard Manet,etching
1058,113657,Young Man Standing (Léon Leenhoff) (recto); Sketch of Standing Boy (verso),"A work made of black crayon (recto and verso) on tannish-buff laid paper with blue fibers, recto squared in graphite.",1864.0,1865.0,1864/65,"Attributed to Édouard Manet
French, 1832-1883",France,406 × 207 mm,"Black crayon (recto and verso) on tannish-buff laid paper with blue fibers, recto squared in graphite",Purchased with funds provided by the Joseph and Helen Regenstein Foundation,Prints and Drawings,Édouard Manet,drawings (visual works)
1059,113667,"Sketches of Marine Scenes (recto); Two Sketches: Beside Stormy Coast, Cloudy Seascape","A work made of watercolor and graphite (recto), and watercolor with traces of graphite, heightened with touches of white gouache (verso), on off-white wove paper.",1852.0,1883.0,1852/83 (recto); c. 1871 (verso),"Attributed to Édouard Manet
French, 1832-1883",France,325 × 265 mm,"Watercolor and graphite (recto), and watercolor with traces of graphite, heightened with touches of white gouache (verso), on off-white wove paper",Gift of the estate of Grant J. Pick,Prints and Drawings,Édouard Manet,drawings (visual works)
1060,117526,The Races,"A work made of lithograph in black on ivory chine, laid down on ivory wove paper (chine collé).",1865.0,1872.0,1865/72,"Édouard Manet
French, 1832-1883",France,355 × 513 mm (image); 366 × 511 mm (primary support); 472 × 639 mm (secondary support),"Lithograph in black on ivory chine, laid down on ivory wove paper (chine collé)",Through prior bequest of Mr. and Mrs. Martin A. Ryerson Collection,Prints and Drawings,Édouard Manet,lithograph
1061,135916,The Arch of the Bridge,A work made of etching and aquatint in black on ivory laid paper.,1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
printed by Auguste Delâtre (French, 1822-1907)
written by Charles Cros (French, 1842-1888)",France,118 × 136 mm (image); 130 × 147 mm (plate); 170 × 250 mm (sheet),Etching and aquatint in black on ivory laid paper,Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,etching
1062,135917,The River in the Plain,A work made of etching and drypoint in black on ivory japanese paper.,1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
printed by Auguste Delâtre (French, 1822-1907)
written by Charles Cros (French, 1842-1888)",France,106 × 80 mm (image); 116 × 88 mm (plate); 129 × 99 mm (sheet),Etching and drypoint in black on ivory Japanese paper,Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,etching
1063,135918,Le Fleuve,"A work made of unbound poem of five folded sheets; cover on ivory wove paper, poem and etchings, drypoints and aquatint on ivory laid paper.",1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
written by Charles Cros (French, 1842-1888)
printed by Auguste Delâtre (French, 1822-1907) and Cochet (French, 19th century)
published by Librairie de l'eau-forte (French, 19th century) and Richard Lesclide (French, 1825-1892)",France,280 × 245 mm (book folded); 280 × 483 mm (book open),"Unbound poem of five folded sheets; cover on ivory wove paper, poem and etchings, drypoints and aquatint on ivory laid paper",Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,etching
1064,145827,The Races,A work made of lithograph in black on chine collé.,1865.0,1872.0,1865–72,"Édouard Manet
French, 1832-1883",France,16 1/2 × 20 in.,Lithograph in black on chine collé,Anonymous loan,Prints and Drawings,Édouard Manet,lithograph
1065,186110,"Sketches from “The Gypsies,” “The Spanish Ballet,” and “Lola de Valence” for “L’Autographe au Salon de 1865”","A work made of brush and black ink and wash, over graphite, on ivory laid paper, pieced in the lower left.",1865.0,1865.0,1865,"Édouard Manet
French, 1832–1883",France,181 × 127 mm,"Brush and black ink and wash, over graphite, on ivory laid paper, pieced in the lower left",Gift of Dorothy Braude Edinburg to the Harry B. and Bessie K. Braude Memorial Collection,Prints and Drawings,Édouard Manet,prints and drawing
1066,191509,At the Prado I,A work made of etching and aquatint in black on cream laid paper.,1863.0,1863.0,1863,"Édouard Manet
French, 1832-1883",France,177 × 114 mm (image); 182 × 119 mm(plate); 369 × 274 mm (sheet),Etching and aquatint in black on cream laid paper,Clarence Buckingham Collection,Prints and Drawings,Édouard Manet,etching
1067,191513,"Dragonfly, plate 1 from Le Fleuve","A work made of etching, drypoint and aquatint in black on ivory laid paper.",1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
written by Charles Cros (French, 1842-1888)
printed by Auguste Delâtre (French, 1822-1907) and Cochet (French, 19th century)
published by Librairie de l'eau-forte (French, 19th century) and Richard Lesclide (French, 1825-1892)",France,48 × 55 mm (image); 59 × 60 mm (plate); 276 × 237 mm (sheet),"Etching, drypoint and aquatint in black on ivory laid paper",Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,prints and drawing
1068,191515,"The Mountain, plate 2 from Le Fleuve","A work made of etching, drypoint and aquatint in black on ivory laid paper.",1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
written by Charles Cros (French, 1842-1888)
printed by Auguste Delâtre (French, 1822-1907) and Cochet (French, 19th century)
published by Librairie de l'eau-forte (French, 19th century) and Richard Lesclide (French, 1825-1892)",France,74 × 96 mm (image); 78 × 98 mm (plate); 279 × 243 mm (sheet),"Etching, drypoint and aquatint in black on ivory laid paper",Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,etching
1069,191518,"The High Valley, plate 3 from Le Fleuve","A work made of etching, drypoint and aquatint in black on ivory laid paper.",1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
written by Charles Cros (French, 1842-1888)
printed by Auguste Delâtre (French, 1822-1907) and Cochet (French, 19th century)
published by Librairie de l'eau-forte (French, 19th century) and Richard Lesclide (French, 1825-1892)",France,88 × 108 mm (image); 95 × 116 mm (plate); 279 × 239 mm (sheet),"Etching, drypoint and aquatint in black on ivory laid paper",Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,etching
1070,191522,"The River in the Plain, plate 4 from Le Fleuve","A work made of etching, drypoint and aquatint in black on ivory laid paper.",1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
written by Charles Cros (French, 1842-1888)
printed by Auguste Delâtre (French, 1822-1907) and Cochet (French, 19th century)
published by Librairie de l'eau-forte (French, 19th century) and Richard Lesclide (French, 1825-1892)",France,79 × 100 mm (image); 85 × 105 mm (plate); 280 × 241 mm (sheet),"Etching, drypoint and aquatint in black on ivory laid paper",Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,etching
1071,191523,"The Parapet of the Bridge, plate 5 from Le Fleuve","A work made of etching, drypoint and aquatint in black on ivory laid paper.",1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
written by Charles Cros (French, 1842-1888)
printed by Auguste Delâtre (French, 1822-1907) and Cochet (French, 19th century)
published by Librairie de l'eau-forte (French, 19th century) and Richard Lesclide (French, 1825-1892)",France,70 × 123 mm (image); 74 × 127 mm (plate); 279 × 240 mm (sheet),"Etching, drypoint and aquatint in black on ivory laid paper",Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,etching
1072,191524,"The Arch of the Bridge, plate 6 from Le Fleuve","A work made of etching, drypoint and aquatint in black on ivory laid paper.",1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
written by Charles Cros (French, 1842-1888)
printed by Auguste Delâtre (French, 1822-1907) and Cochet (French, 19th century)
published by Librairie de l'eau-forte (French, 19th century) and Richard Lesclide (French, 1825-1892)",France,106 × 147 mm (image); 116 × 157 mm (plate); 278 × 238 mm (sheet),"Etching, drypoint and aquatint in black on ivory laid paper",Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,etching
1073,191525,"The Sea, plate 7 from Le Fleuve",A work made of etching and drypoint in black on ivory laid paper.,1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
written by Charles Cros (French, 1842-1888)
printed by Auguste Delâtre (French, 1822-1907) and Cochet (French, 19th century)
published by Librairie de l'eau-forte (French, 19th century) and Richard Lesclide (French, 1825-1892)",France,77 × 130 mm (image); 85 × 140 mm (plate); 279 × 240 mm (sheet),Etching and drypoint in black on ivory laid paper,Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,etching
1074,191528,"Swallows, plate 8 from Le Fleuve","A work made of etching, drypoint and aquatint in black on ivory laid paper.",1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
written by Charles Cros (French, 1842-1888)
printed by Auguste Delâtre (French, 1822-1907) and Cochet (French, 19th century)
published by Librairie de l'eau-forte (French, 19th century) and Richard Lesclide (French, 1825-1892)",France,36 × 52 mm (image); plate: 42 × 58 mm (plate); 278 × 240 mm (sheet),"Etching, drypoint and aquatint in black on ivory laid paper",Gift of Robert M. Light in memory of Harold Joachim,Prints and Drawings,Édouard Manet,etching
1075,191566,The Man with the Dog,"A work made of pastel on canvas, prepared with an off-white gouache ground.",1877.0,1883.0,c. 1882,"Édouard Manet
French, 1832-1883",France,550 × 350 mm,"Pastel on canvas, prepared with an off-white gouache ground",Bequest of Brooks McCormick,Prints and Drawings,Édouard Manet,prints and drawing
1076,200451,"Title Page and Text, from The Raven (Le Corbeau)","A work made of unbound book, three folded sheets, with letterpress in red and black on cream laid paper.",1875.0,1875.0,1875,"Édouard Manet (French, 1832-1883)
written by Edgar Allan Poe (American, 1809-1849)
translated and produced by Stéphane Mallarmé (French, 1842-1898)
printed by Lefman et Cie. (French, 19th century)
text printed by Alcan-Lévy (French, 19th century)
published by Richard Lesclide (French, 1825-1892)",France,"547 × 363 × 5 mm (book, folded); 547 × 705 (book, unfolded)","Unbound book, three folded sheets, with letterpress in red and black on cream laid paper","Gift of Dorothy Braude Edinburg in memory of Bessie Kisloff Braude, Esq.",Prints and Drawings,Édouard Manet,book
1077,207077,"Hat and Guitar, frontispiece for the edition of fourteen etchings","A work made of etching, aquatint, drypoint, and engraving in black on blue wove paper.",1874.0,1874.0,1874,"Édouard Manet (French, 1832-1883)
published by Alfred Cadart (French, 1828-1875)",France,230 × 218 mm (image/plate); 394 × 348 mm (sheet),"Etching, aquatint, drypoint, and engraving in black on blue wove paper",Print and Drawing Fund,Prints and Drawings,Édouard Manet,etching
